Loan ID	Customer ID	Loan Status	Current Loan Amount	Term	Credit Score	Annual Income	Years in current job	Home Ownership	Purpose	Monthly Debt	Years of Credit History	Months since last delinquent	Number of Open Accounts	Number of Credit Problems	Current Credit Balance	Maximum Open Credit	Bankruptcies	Tax Liens
ab4adfef-f6c6-4107-b480-16b5610ff1b2	18c2f2d0-a9d4-4c2c-896b-f33be37dd693	Fully Paid	680724	Long Term	687	1240681	10+ years	Home Mortgage	Debt Consolidation	25020.34	21.1	20	15	0	489953	855668	0	0
21777f52-0732-4d73-9907-5bc423538784	44fb9fdf-36c2-481b-8816-74a1ad3cf220	Fully Paid	434852	Short Term	684	1201769	n/a	Home Mortgage	Home Improvements	22232.85	17	59	24	0	660896	1175504	0	0
d20c0680-33e1-4c38-8a2d-e4bdf6060e25	41eea97a-7129-4052-96e3-92ca2107c45f	Fully Paid	90112	Short Term	718	1264640	2 years	Home Mortgage	Debt Consolidation	14964.97	7.6	36	12	0	47101	500368	0	0
cdc62835-06c1-49cd-bb71-17b314d1ee5b	68aa3eaa-994b-4d9a-a48c-fafe96267333	Fully Paid	120648	Short Term	699	964820	8 years	Rent	Business Loan	15678.42	21.5	NA	7	0	157377	203390	0	0
f8ddde2d-dbcd-4fde-804f-92823bac9e53	9660a12b-d3ea-40b6-b274-27479d1bab7c	Fully Paid	155716	Short Term	712	710809	7 years	Home Mortgage	Home Improvements	8884.97	11.4	13	7	0	53846	769758	0	0
7ff4a8a5-6733-4ddc-a816-2f5edb37469c	f4ea16d7-256b-43a9-980a-b2c9806ba25d	Fully Paid	163614	Short Term	739	1317555	10+ years	Home Mortgage	Debt Consolidation	18555.59	26.3	NA	9	0	355205	564190	0	0
5e14c0cc-0f4e-4702-a63a-3bb89bd4f59b	873cf4dd-add6-4de4-bc2e-7b2592e54970	Fully Paid	257840	Short Term			1 year	Rent	Debt Consolidation	14511.82	14.5	NA	11	0	285836	1373328	0	0
8339fc70-c8ce-4c7e-8ac2-c46b7e821665	e24f4cf3-23e8-44e6-a88a-0b529bc81273	Charged Off	186736	Short Term	703	658217	5 years	Rent	Debt Consolidation	10202.43	15	55	8	0	89471	135080	0	0
9af2e8c9-d311-40a2-b3d5-929ec6c4fa5f	dd6104bd-ff8a-4e1c-9349-61580f64b93e	Fully Paid	99999999	Short Term	746	1152426	3 years	Home Mortgage	Debt Consolidation	11236.22	15.4	NA	8	1	92454	793056	1	0
0c7fcf5e-ec4a-46d5-8175-15c846df7c74	a709e893-b6b6-49ed-b775-bdef1155c78d	Fully Paid	99999999	Short Term	751	678167	5 years	Rent	Debt Consolidation	11896.28	11	NA	7	0	14098	201652	0	0
4238c24b-ed40-47b9-95ca-5c03fd0048c1	5aa169c2-8e13-4b80-b767-ff56db91a725	Fully Paid	386584	Long Term	724	1762041	10+ years	Home Mortgage	Debt Consolidation	20410.37	10.6	67	5	0	57266	212498	0	0
33100747-a664-4ffd-8a04-8e9fc29c388e	74e6315b-8599-4706-9687-115ae2417667	Fully Paid	235884	Short Term	710	570532	1 year	Rent	Debt Consolidation	14738.68	15.8	NA	7	0	351177	447832	0	0
0ccd09d9-5cc2-4367-bc34-abc049e2ac0f	7e4f7f54-1d18-425c-aa67-8e40fd4b38a2	Fully Paid	336798	Short Term	691	1260441	10+ years	Home Mortgage	Debt Consolidation	13129.57	39.4	38	18	0	124089	733062	0	0
ba8ac3e6-dcbf-46c7-b5be-6e40c4f71b4b	607d7338-97a3-4785-a49f-4f0b21dd8731	Fully Paid	177254	Short Term	725	813238	1 year	Rent	Debt Consolidation	16942.49	11.5	NA	8	0	122113	190564	0	0
7b844346-d686-44c7-9e4e-de4a302e9b08	3961ab62-b014-456d-a628-ac67e05ffaa7	Fully Paid	191114	Short Term	748	1256869	5 years	Home Mortgage	Other	9845.42	14.9	NA	8	0	69369	333234	0	0
0c1f9ff2-42bd-4bf7-8012-26e5cf4bd8e7	6e24d329-2301-44f3-b0b3-ae3bbb969cd2	Charged Off	447612	Short Term	7350	1198387	< 1 year	Rent	Debt Consolidation	17776.02	16.5	NA	12	0	364705	765028	0	0
b5c3b1e7-13bd-4349-adbd-8b3fc6b40c1d	a057e7f0-328e-4d25-a2b3-1fc6bed54a9d	Fully Paid	161766	Short Term	742	485070	n/a	Home Mortgage	Debt Consolidation	9903.56	22.3	NA	11	0	137351	498542	0	0
f4613286-27be-4682-8e6a-eda362c21ad5	e937ddc7-cf41-418c-8e73-4726657b7b42	Fully Paid	401544	Short Term			10+ years	Home Mortgage	Debt Consolidation	15846.38	15.3	NA	17	0	743128	1223992	0	0
4da1061b-e5bf-4b97-92fd-749c173e9efa	4fdd652b-4a65-4c64-8e01-06879fe7f6a2	Charged Off	231990	Long Term	686	1030408	1 year	Home Mortgage	Debt Consolidation	28507.98	17	NA	19	0	266209	618948	0	0
9489bec1-5891-4387-a6ea-daeaf2e2b33d	7a151dac-4d90-4779-8d84-ab002afd98cf	Fully Paid	318428	Long Term			10+ years	Rent	Debt Consolidation	11357.63	9.9	51	6	0	113221	145178	0	0
06e1ed9c-6086-4b88-8f8a-206ed0f3d117	1b18000e-d488-46aa-b78a-6f8771646f2d	Fully Paid	323004	Short Term			4 years	Home Mortgage	Home Improvements	23991.87	14.3	81	10	0	101175	163614	0	0
db244c1f-de99-4f6f-8321-faca59327039	ccaca41b-8d91-48f4-81f4-7ea49b76322d	Fully Paid	399608	Long Term	640	1821435	10+ years	Home Mortgage	Debt Consolidation	31874.97	14.3	NA	15	0	565687	836550	0	0
4ebf753a-cd31-45e3-862f-1cf7a43b32e4	a734e649-2553-4bdb-9fbc-ef1191b4749c	Fully Paid	99999999	Short Term	663	489706	2 years	Rent	Debt Consolidation	10691.87	8.7	NA	7	0	114380	143968	0	0
48ac078f-dad4-4e40-9297-efcd86e1f331	23b64a4b-9134-446c-b697-640bd40f0390	Fully Paid	408408	Short Term	605	1228521	7 years	Home Mortgage	Home Improvements	14844.7	9.8	NA	20	0	372134	661892	0	0
d0f7e8be-92ba-408f-b861-a6496aa085aa	98ed05c0-576c-4cb0-993e-1e1d79562d30	Fully Paid	225390	Short Term			6 years	Home Mortgage	Debt Consolidation	3928.44	15.9	NA	6	1	103512	290928	1	0
e18004ba-2c00-4b05-8a7c-4aa5e064bd15	1bfb21be-06e8-4ee6-8987-85a7f5b742f7	Fully Paid	260744	Long Term	704	2683579	3 years	Home Mortgage	Debt Consolidation	31308.39	37.3	40	14	1	109003	167376	1	0
a636769c-8b4e-4ac1-af51-5112a83394be	662cb47b-1daf-4344-8888-20a3838da199	Fully Paid	276100	Short Term	719	2030625	10+ years	Home Mortgage	Debt Consolidation	42135.35	21.8	NA	12	0	732336	988328	0	0
ced8634a-7ab0-4be9-8244-76a822241fdc	00e944e2-1e60-4244-8344-9e74626b1b9b	Fully Paid	177276	Short Term	746	832447	1 year	Rent	Debt Consolidation	17342.82	11	14	9	0	132126	250382	0	0
edc1f981-3463-4557-8f7d-9857f54e8c8d	ddb6d476-bd5f-4fdc-a0fa-b581430df492	Fully Paid	333300	Long Term	714	1535200	10+ years	Home Mortgage	Debt Consolidation	10541.58	30	48	11	1	248482	539836	0	0
8420f4e1-1fe7-4e27-bbef-7dba88f61a10	e4a07a97-4384-4d24-8d5a-d6bc12169c2b	Fully Paid	523556	Long Term	721	1507232	1 year	Rent	Business Loan	17835.68	17.7	NA	7	0	553318	2436082	0	0
f1c8b66b-77db-4124-a2b7-5b180afeee2f	a498ebfa-c1c2-4ffa-a18e-9c8df7d2440a	Fully Paid	615626	Long Term	699	1993803	4 years	Home Mortgage	Debt Consolidation	26916.35	33.3	7	14	0	249356	1020250	0	0
8c3425f3-c1b4-48c1-9574-bca42b53f5ef	a76feef5-b641-489d-894e-a5aa22e5b542	Charged Off	253330	Short Term	732	637526	10+ years	Rent	Debt Consolidation	15832.13	25.3	NA	15	0	569639	1182060	0	0
6bae1354-a7c5-4829-bd7d-0488a845da14	e9ad91de-370e-4ae5-bd9d-f7fc538a5a79	Fully Paid	188672	Short Term	719	613415	9 years	Rent	Debt Consolidation	14210.67	16.5	NA	10	0	271928	511148	0	0
216bee87-ce5b-4419-986d-dd98ef0eff3f	6b64f417-b7ed-479c-b01a-96bb510ff6c2	Charged Off	441188	Short Term	730	857318	6 years	Rent	Debt Consolidation	22504.36	15.7	NA	11	0	376979	650540	0	0
a5a169d1-5889-43a6-9d42-bb8aef86274f	9679d77d-aabc-4d46-a7a0-3436234504ac	Fully Paid	345246	Long Term	718	1162838	< 1 year	Home Mortgage	Debt Consolidation	29555.45	10	NA	15	0	257051	554268	0	0
a1fd5a0c-c8ab-413b-befc-e1e677bda6b2	d3a75493-9cf1-4319-aef1-d94da1d43602	Fully Paid	99999999	Short Term	741	570798	n/a	Own Home	Debt Consolidation	3919.51	42	NA	6	2	211432	431750	1	0
61607ee9-cb63-4fe2-97cf-c356f564a12c	e8fbb262-8cb3-4b67-9136-651b823ab4c6	Charged Off	403876	Short Term	715	1162686	2 years	Own Home	Debt Consolidation	10173.55	7.6	NA	6	0	198930	350064	0	0
565e5938-d7f3-4f1a-b545-7d04210c7ac5	4ceb6b06-9ef7-4c31-a8e6-e8a75e109085	Charged Off	331914	Short Term	741	2866530	2 years	Home Mortgage	Debt Consolidation	18775.8	16	NA	10	0	437114	794530	0	0
b2c2ad3b-5fe5-43bf-ab38-d55a3962f6a6	9210070e-2203-40cc-95eb-27821988d026	Fully Paid	211134	Short Term	743	1335225	1 year	Rent	Debt Consolidation	17803	13	16	10	1	42674	316800	1	0
bee3d705-00d7-45d7-838a-32a3055f8b6c	71c75d0f-0dd3-4c2a-a91b-5785e9926496	Charged Off	220550	Short Term			4 years	Rent	Debt Consolidation	19885.59	24.2	39	10	1	128345	198396	1	0
03a6c761-af41-4e1a-9171-5f6a12b64235	692f809e-2868-40a0-a2ca-8b17d454a8e5	Fully Paid	384010	Short Term	728	1895060	n/a	Home Mortgage	Debt Consolidation	30636.93	22	42	12	0	390640	665192	0	0
2adb4289-8426-4a81-89f8-91bc1b43333d	7f8075f5-ff17-426b-85c7-c0381e3f2818	Charged Off	280698	Long Term	699	577182	10+ years	Rent	Debt Consolidation	11110.82	10.1	20	13	0	155078	242968	0	0
f3216c95-5a1b-4344-99e4-ca5398d98959	2aa25020-b03b-45e4-a6f7-a5332fe1266e	Fully Paid	769230	Short Term			2 years	Home Mortgage	Debt Consolidation	38911.05	10.5	15	12	0	43453	304898	0	0
1ec9c9b3-8c0d-43f1-8a1b-9b977c581629	0fb62952-b511-4e46-8f91-fe175d324b01	Fully Paid	261976	Short Term	732	1187785	9 years	Home Mortgage	Debt Consolidation	19895.28	31.4	NA	18	1	392958	1140348	0	1
3b3a3782-0631-41cb-ba72-1caabb6906c3	f1293a1c-a25a-4e75-826b-27c23cdfa92e	Fully Paid	443652	Short Term			4 years	Home Mortgage	Debt Consolidation	18180.72	20	NA	8	0	416176	1047596	0	0
bbd00c36-f9c3-4dd5-b467-2fd509de2d06	34bdfaca-1174-44eb-9984-e91ef5c804fb	Fully Paid	99999999	Long Term	649	2254863	10+ years	Home Mortgage	Debt Consolidation	54680.29	32	42	17	0	619438	1221880	0	0
e67519a0-7924-42f7-8542-c752b172ad31	18c14171-1a82-4d37-9150-39aee7f63b01	Fully Paid	99999999	Long Term	711	1985823	10+ years	Home Mortgage	Debt Consolidation	13503.68	29.4	NA	11	0	281333	790636	0	0
91dabe82-62a1-4fb5-8a52-91567941dd78	f44b57ee-3abd-4997-9c8d-dfebba4d1b6c	Fully Paid	392326	Short Term	684	1403359	2 years	Rent	Debt Consolidation	7110.37	12.8	12	9	0	136553	198132	0	0
81f2ffe7-55cb-494f-ae37-94c0be6f07db	c2443231-92d0-40e0-ba19-c095afad1f81	Charged Off	557260	Short Term	742	1617071	9 years	Home Mortgage	Home Improvements	9432.93	26.9	77	6	0	115976	336534	0	0
85e50e84-82e2-44e6-8612-c7b35fa271b4	44ab8fbb-1121-44ac-a7a6-ca16c3800e91	Fully Paid	150260	Short Term	731	448153	7 years	Rent	Debt Consolidation	3491.82	16.5	58	11	1	74214	298364	1	0
2e7116e5-be9b-495d-b59a-1479aed4b503	74c27827-bd94-45fe-8a4c-5ca3dae92d5e	Fully Paid	368830	Short Term	742	817399	n/a	Home Mortgage	Debt Consolidation	8310.22	23.1	NA	6	0	288705	630762	0	0
8201988b-1358-4663-bf13-2d6bf3852e60	257717f7-27e1-4a07-9516-ded6b57f58af	Fully Paid	537130	Long Term	701	1678308	6 years	Home Mortgage	Debt Consolidation	28811.03	23.4	36	13	0	635512	1040820	0	0
d2835e52-6bac-4123-9cc7-599ee96c56b6	10bd923b-467f-4b26-86e2-bbeb53835da4	Fully Paid	466620	Short Term	746	2624090	4 years	Home Mortgage	Debt Consolidation	28864.99	15.7	51	16	0	528675	1099010	0	0
6cf464c9-d6e6-4cbe-8f1b-d00868a2691a	5c598a0c-00c4-45c7-8e33-36057637253c	Fully Paid	258280	Short Term	733	935028	n/a	Home Mortgage	Debt Consolidation	16830.58	26.5	55	7	0	249052	428494	0	0
b08c79e2-31db-4a76-b4c9-2b1c3dd4d2a5	b8f6a58e-c032-46d0-8eb0-3c5ffe86545b	Fully Paid	539660	Short Term	668	2136189	10+ years	Home Mortgage	Debt Consolidation	14330.37	19.7	NA	16	0	403541	546502	0	0
70ef86e9-6606-48c2-b9a2-9d0994bef7c6	6d84e98a-004d-4d17-9718-d9ce8bf77ea4	Fully Paid	393624	Short Term			8 years	Home Mortgage	Debt Consolidation	7823.63	26.4	35	12	0	286976	748396	0	0
3b33bbb4-2f22-4c4c-84c1-1ac0ee542333	01ffee86-8026-4315-bc4a-68c1a5165e77	Fully Paid	442640	Long Term	714	766460	6 years	Home Mortgage	Debt Consolidation	15776.27	20.7	56	11	0	353229	550462	0	0
ca04a301-9d11-4597-a648-ffcb031cb606	99f67ab2-8e7b-44a9-b4f5-c9d39ef67bd5	Fully Paid	242704	Long Term	670	804745	10+ years	Rent	Debt Consolidation	10595.92	19.3	NA	7	0	213370	433444	0	0
b3114748-949a-4a63-9993-300c2a349387	f971ed6d-307a-4e37-97fd-74cc926c7aae	Fully Paid	99999999	Long Term	724	2102749	8 years	Home Mortgage	Debt Consolidation	36622.88	12.3	NA	9	0	693329	1141976	0	0
e4505420-8c19-48d5-92d0-9c3ae778c9b7	1efd097a-013a-412f-9be5-d941748beb12	Fully Paid	221166	Short Term	741	764028	8 years	Rent	Debt Consolidation	5844.78	15.5	NA	12	0	160588	334422	0	0
b8bd85f4-af9c-4190-9760-30a8bec92122	5ed3e7d5-fae8-4189-bdde-8ee63d17b2ed	Fully Paid	99999999	Long Term	696	1232283	10+ years	Own Home	Debt Consolidation	23516.11	17.3	NA	9	0	640205	1094940	0	0
3b5ab020-2b8f-4cc7-8924-eafc796c6a26	369a4d46-bcbe-49f6-8fef-fe0be0d21d6c	Fully Paid	103862	Short Term	705	672714	10+ years	Home Mortgage	other	10651.4	15	NA	6	1	74138	90838	1	0
7de19bdf-5a5a-4a53-a7cb-ca2c815a5e25	064d7b88-2040-4032-856a-e1f934363e6d	Fully Paid	162382	Short Term	678	950760	< 1 year	Rent	Buy House	2986.99	14.8	NA	6	0	37107	290246	0	0
9d6101ef-d899-4e55-be5c-e54038a165b2	5a32ba47-2d9b-45f0-8aba-1d9352e99469	Fully Paid	368038	Long Term	659	946010	n/a	Home Mortgage	Debt Consolidation	16161.02	20.2	63	23	0	251275	953942	0	0
c1695f57-37e2-4a43-90e4-a06b7055807b	cb4d3088-53a3-4f6d-8136-fdac15683f93	Fully Paid	44066	Short Term	732	1522128	7 years	Rent	Medical Bills	14244.68	17.9	38	5	0	3002	33154	0	0
2beff0d0-e0f6-42cd-b380-1916e5cebbf9	cee0cf8a-e400-412e-bf8d-283f9001805b	Fully Paid	167420	Short Term	681	1064209	2 years	Home Mortgage	Debt Consolidation	11121.08	9.7	NA	3	0	117990	167420	0	0
2d99d134-42bf-4d14-8787-595557f02720	d4748bd9-5d66-405c-9654-4a6665da26bc	Fully Paid	417912	Long Term	632	1151856	10+ years	Home Mortgage	Business Loan	9349.14	17.8	13	8	0	121999	739596	0	0
63510899-2cda-414d-87d4-03b6b6b1e5b8	314ccc7d-61c7-4602-bd3a-8839c7008440	Fully Paid	318230	Short Term	724	1705896	8 years	Rent	Debt Consolidation	7449.14	14.8	42	17	0	285779	708576	0	0
57324a4a-4010-4769-b0a8-a579aaf68612	eb9768a6-1a23-4147-8be0-f8875bd5c46f	Fully Paid	224840	Short Term	724	1864128	10+ years	Rent	Debt Consolidation	18330.63	20.9	3	16	0	180006	930468	0	0
9edbd4ed-e94e-44d4-a979-b84ff760f4f9	882043e7-0654-458f-b2a8-ee050a79c6ce	Fully Paid	110726	Short Term	720	642618	< 1 year	Rent	Other	11727.75	13.3	NA	13	0	27702	616660	0	0
e713879b-87e5-4ffa-bdcd-90efec2f81aa	d8d325db-05aa-4341-926c-abe165921ed9	Charged Off	216612	Short Term	741	1403055	< 1 year	Home Mortgage	Debt Consolidation	16018.14	14.9	23	18	0	199690	281622	0	0
f0efd816-f20d-427e-b36b-b2e8726596f2	7580ae32-df70-4e1e-aeb9-c411d607e769	Fully Paid	400862	Short Term	741	2154182	< 1 year	Rent	other	15510.08	19.1	68	9	0	150974	965756	0	0
b388f18c-9dcb-49a9-b842-3948e34c14fa	c56fcb32-c932-43fc-b3dc-e420ed330bb3	Charged Off	357918	Short Term			6 years	Home Mortgage	Debt Consolidation	41439.76	20.8	50	18	0	209722	427548	0	0
7df23251-cb9d-4b52-aa41-3c05f634de6d	cc461a57-f6a2-4e47-b649-65cb4dde291d	Fully Paid	135960	Short Term	740	405897	5 years	Home Mortgage	Debt Consolidation	6663.49	35.5	NA	12	0	243713	639914	0	0
8aca8662-54db-43b1-9c69-6624ba8a2a61	e1b479a3-835a-4b36-b1b9-e62b83c70c8a	Fully Paid	99999999	Short Term	734	1829852	1 year	Home Mortgage	Debt Consolidation	26990.26	25.1	6	17	0	327218	766964	0	0
44508f52-cc3b-4eea-b0f1-f1a447e59822	2156de78-2f23-49a0-8845-3571112342b1	Fully Paid	99999999	Short Term	748	611287	2 years	Home Mortgage	Home Improvements	2424.78	18.4	NA	5	0	83163	210210	0	0
b7ce1717-3600-4fa4-9b4e-14fec38a92d8	4cae1d5e-08d7-4400-8791-7f755b9e8b1b	Fully Paid	157872	Short Term	716	1243892	n/a	Home Mortgage	Home Improvements	8313.45	31.9	56	9	0	44688	199760	0	0
d9a88e5e-a212-45b7-b870-915e983b6d68	a1701fe3-2ccb-4015-8078-1cb320153525	Charged Off	450626	Long Term	7120	1088738	6 years	Own Home	Debt Consolidation	18599.29	25.4	NA	10	0	578512	716430	0	0
d39e6e9e-7642-4e7b-a297-ea4af6e1ee4f	06a98200-af50-455f-b6a5-28c24a3f3043	Charged Off	473594	Short Term			10+ years	Home Mortgage	Debt Consolidation	21962.1	28.4	NA	13	0	721753	1311948	0	0
fc0cedc5-94dd-4ea4-b250-ee957e4142be	3fef2b06-9d66-439c-ae9c-5ffebc6f9762	Fully Paid	99999999	Short Term	743	1048268	9 years	Home Mortgage	Buy a Car	4708.39	22	NA	5	0	175313	410102	0	0
fdfdc791-cbeb-4355-9c08-d03b45974844	786e512c-7802-412c-9e09-2e13e635b163	Charged Off	212410	Short Term	7390	543552	7 years	Rent	Take a Trip	12139.1	9.5	46	9	0	102771	254254	0	0
d953a459-7cd9-4e07-ba53-f6a5044bebd7	2b2d2242-ccc3-4d41-8fd1-c0c7baf4f9d0	Charged Off	262570	Short Term			< 1 year	Rent	Debt Consolidation	31117.82	13.7	15	20	0	16454	67826	0	0
73d79f49-f277-4840-b574-340562b2a803	e552721c-bc6f-4454-b97b-0ed3bc5b2149	Fully Paid	172942	Short Term			1 year	Home Mortgage	Debt Consolidation	14159.18	12.6	61	10	2	118332	318648	0	0
45af118a-a290-4f5a-82ec-dada67a96cf6	aa5eca45-ca5e-4cbd-968b-1b34cab0f1b5	Fully Paid	107800	Short Term	710	726180	9 years	Home Mortgage	Debt Consolidation	13071.24	14.3	25	10	0	87476	204622	0	0
b99fffe4-aafa-4381-bffa-4b2165b51dbc	4f1f0649-e1a0-454a-ae88-565510a77a41	Fully Paid	489940	Long Term	695	1008159	3 years	Home Mortgage	Debt Consolidation	9997.61	16.2	23	6	0	196460	417384	0	0
09b99f80-0329-4f12-8b12-befbd0937e4b	099e8154-e306-4089-983b-dfac0a45b70f	Fully Paid	264506	Long Term	719	809039	2 years	Rent	Debt Consolidation	12270.2	17.8	NA	9	1	177688	323994	1	0
